index,name,year,cyclone_of_the_year,num_of_track_entries,date,time,record_identifier,status_of_system,latitude,longitude,max_sustained_wind,central_pressure,34kt_NE,34kt_SE,34kt_SW,34kt_NW,50kt_NE,50kt_SE,50kt_SW,50kt_NW,64kt_NE,64kt_SE,64kt_SW,64kt_NW,foo
29458,BECKY,1970,2,19,19700723,600,,TD,35.3N,86.0W,25,1015.0,,,,,,,,,,,,,
29459,BECKY,1970,2,19,19700723,1200,,TD,37.2N,86.9W,20,,,,,,,,,,,,,,
29460,UNNAMED,1970,3,22,19700727,1200,,TD,33.0N,76.5W,20,,,,,,,,,,,,,,
29461,UNNAMED,1970,3,22,19700727,1800,,TD,33.5N,76.2W,25,,,,,,,,,,,,,,
29462,UNNAMED,1970,3,22,19700728,0,,TD,34.0N,76.0W,25,,,,,,,,,,,,,,
29463,UNNAMED,1970,3,22,19700728,600,,TD,34.5N,75.7W,25,,,,,,,,,,,,,,
29464,UNNAMED,1970,3,22,19700728,1200,,TD,35.0N,75.5W,25,,,,,,,,,,,,,,
29465,UNNAMED,1970,3,22,19700728,1800,,TD,34.8N,74.5W,25,,,,,,,,,,,,,,
29466,UNNAMED,1970,3,22,19700729,0,,TD,34.7N,73.5W,25,,,,,,,,,,,,,,
29467,UNNAMED,1970,3,22,19700729,600,,TD,34.6N,72.5W,25,,,,,,,,,,,,,,
29468,UNNAMED,1970,3,22,19700729,1200,,TD,34.5N,71.5W,25,,,,,,,,,,,,,,
29469,UNNAMED,1970,3,22,19700729,1800,,TD,33.9N,69.2W,20,,,,,,,,,,,,,,
29470,UNNAMED,1970,3,22,19700730,0,,TD,33.2N,67.0W,20,,,,,,,,,,,,,,
29471,UNNAMED,1970,3,22,19700730,600,,TD,32.6N,64.7W,20,,,,,,,,,,,,,,
29472,UNNAMED,1970,3,22,19700730,1200,,TD,32.0N,62.5W,20,,,,,,,,,,,,,,
29473,UNNAMED,1970,3,22,19700730,1800,,TD,32.7N,61.3W,25,,,,,,,,,,,,,,
29474,UNNAMED,1970,3,22,19700731,0,,TD,33.5N,60.2W,25,,,,,,,,,,,,,,
29475,UNNAMED,1970,3,22,19700731,600,,TD,34.2N,59.1W,25,,,,,,,,,,,,,,
29476,UNNAMED,1970,3,22,19700731,1200,,TD,35.0N,58.0W,25,,,,,,,,,,,,,,
29477,UNNAMED,1970,3,22,19700731,1800,,TD,36.2N,57.7W,25,,,,,,,,,,,,,,
29478,UNNAMED,1970,3,22,19700801,0,,TD,37.5N,57.3W,25,,,,,,,,,,,,,,
29479,UNNAMED,1970,3,22,19700801,600,,TD,38.9N,56.9W,25,,,,,,,,,,,,,,
29480,UNNAMED,1970,3,22,19700801,1200,,TD,40.0N,56.5W,20,,,,,,,,,,,,,,
29481,UNNAMED,1970,3,22,19700801,1800,,TD,42.0N,56.0W,20,,,,,,,,,,,,,,
29482,CELIA,1970,4,24,19700731,0,,TD,18.5N,82.5W,25,1008.0,,,,,,,,,,,,,
29483,CELIA,1970,4,24,19700731,600,,TD,19.5N,82.9W,25,,,,,,,,,,,,,,
29484,CELIA,1970,4,24,19700731,1200,,TD,20.3N,83.2W,25,,,,,,,,,,,,,,
29485,CELIA,1970,4,24,19700731,1800,,TD,21.1N,83.8W,30,,,,,,,,,,,,,,
29486,CELIA,1970,4,24,19700801,0,,TD,21.9N,84.3W,30,1007.0,,,,,,,,,,,,,
29487,CELIA,1970,4,24,19700801,600,,TD,22.7N,85.0W,30,,,,,,,,,,,,,,
29488,CELIA,1970,4,24,19700801,1200,,TS,23.3N,85.8W,45,993.0,,,,,,,,,,,,,
29489,CELIA,1970,4,24,19700801,1800,,TS,23.9N,86.5W,60,990.0,,,,,,,,,,,,,
29490,CELIA,1970,4,24,19700802,0,,HU,24.3N,87.2W,100,965.0,,,,,,,,,,,,,
29491,CELIA,1970,4,24,19700802,600,,HU,24.9N,88.3W,90,975.0,,,,,,,,,,,,,
29492,CELIA,1970,4,24,19700802,1200,,HU,25.3N,89.6W,85,986.0,,,,,,,,,,,,,
29493,CELIA,1970,4,24,19700802,1800,,HU,25.8N,90.8W,85,984.0,,,,,,,,,,,,,
29494,CELIA,1970,4,24,19700803,0,,HU,26.2N,92.0W,80,,,,,,,,,,,,,,
29495,CELIA,1970,4,24,19700803,600,,HU,26.6N,93.5W,75,988.0,,,,,,,,,,,,,
29496,CELIA,1970,4,24,19700803,1200,,HU,27.0N,94.9W,90,971.0,,,,,,,,,,,,,
29497,CELIA,1970,4,24,19700803,1800,,HU,27.5N,96.3W,110,945.0,,,,,,,,,,,,,
29498,CELIA,1970,4,24,19700804,0,,HU,28.1N,97.8W,70,950.0,,,,,,,,,,,,,
29499,CELIA,1970,4,24,19700804,600,,TS,28.6N,99.3W,55,985.0,,,,,,,,,,,,,
29500,CELIA,1970,4,24,19700804,1200,,TS,29.1N,100.8W,50,992.0,,,,,,,,,,,,,
29501,CELIA,1970,4,24,19700804,1800,,TS,29.7N,102.1W,35,,,,,,,,,,,,,,
29502,CELIA,1970,4,24,19700805,0,,TD,30.3N,103.3W,30,,,,,,,,,,,,,,
29503,CELIA,1970,4,24,19700805,600,,TD,30.9N,104.8W,30,,,,,,,,,,,,,,
29504,CELIA,1970,4,24,19700805,1200,,TD,31.5N,105.8W,25,1007.0,,,,,,,,,,,,,
29505,CELIA,1970,4,24,19700805,1800,,TD,32.3N,107.0W,25,,,,,,,,,,,,,,
29506,UNNAMED,1970,5,17,19700802,1200,,TD,14.0N,18.0W,20,,,,,,,,,,,,,,
29507,UNNAMED,1970,5,17,19700802,1800,,TD,14.5N,19.5W,25,,,,,,,,,,,,,,
29508,UNNAMED,1970,5,17,19700803,0,,TD,15.0N,21.0W,25,,,,,,,,,,,,,,
29509,UNNAMED,1970,5,17,19700803,600,,TD,15.5N,22.5W,30,,,,,,,,,,,,,,
29510,UNNAMED,1970,5,17,19700803,1200,,TD,16.0N,24.0W,30,,,,,,,,,,,,,,
29511,UNNAMED,1970,5,17,19700803,1800,,TD,16.3N,25.5W,30,,,,,,,,,,,,,,
29512,UNNAMED,1970,5,17,19700804,0,,TD,16.7N,27.0W,30,,,,,,,,,,,,,,
29513,UNNAMED,1970,5,17,19700804,600,,TD,17.1N,28.5W,30,,,,,,,,,,,,,,
29514,UNNAMED,1970,5,17,19700804,1200,,TD,17.5N,30.0W,25,,,,,,,,,,,,,,
29515,UNNAMED,1970,5,17,19700804,1800,,TD,17.5N,31.5W,25,,,,,,,,,,,,,,
29516,UNNAMED,1970,5,17,19700805,0,,TD,17.5N,33.0W,25,,,,,,,,,,,,,,
29517,UNNAMED,1970,5,17,19700805,600,,TD,17.5N,34.5W,25,,,,,,,,,,,,,,
29518,UNNAMED,1970,5,17,19700805,1200,,TD,17.5N,36.0W,25,,,,,,,,,,,,,,
29519,UNNAMED,1970,5,17,19700805,1800,,TD,17.5N,38.0W,25,,,,,,,,,,,,,,
29520,UNNAMED,1970,5,17,19700806,0,,TD,17.5N,40.0W,20,,,,,,,,,,,,,,
29521,UNNAMED,1970,5,17,19700806,600,,TD,17.5N,42.0W,20,,,,,,,,,,,,,,
29522,UNNAMED,1970,5,17,19700806,1200,,TD,17.5N,44.0W,20,,,,,,,,,,,,,,
29523,UNNAMED,1970,6,7,19700805,1200,,TD,28.0N,75.0W,20,,,,,,,,,,,,,,
29524,UNNAMED,1970,6,7,19700805,1800,,TD,28.0N,76.0W,25,,,,,,,,,,,,,,
29525,UNNAMED,1970,6,7,19700806,0,,TD,28.0N,77.0W,25,,,,,,,,,,,,,,
29526,UNNAMED,1970,6,7,19700806,600,,TD,28.0N,78.0W,25,,,,,,,,,,,,,,
29527,UNNAMED,1970,6,7,19700806,1200,,TD,28.0N,79.0W,25,,,,,,,,,,,,,,
29528,UNNAMED,1970,6,7,19700806,1800,,TD,28.0N,80.0W,25,,,,,,,,,,,,,,
29529,UNNAMED,1970,6,7,19700807,0,,TD,28.0N,81.0W,-99,,,,,,,,,,,,,,
29530,UNNAMED,1970,7,29,19700811,1200,,TD,19.0N,21.0W,20,,,,,,,,,,,,,,
29531,UNNAMED,1970,7,29,19700811,1800,,TD,19.0N,22.0W,25,,,,,,,,,,,,,,
29532,UNNAMED,1970,7,29,19700812,0,,TD,19.0N,23.5W,25,,,,,,,,,,,,,,
29533,UNNAMED,1970,7,29,19700812,600,,TD,19.0N,24.8W,25,,,,,,,,,,,,,,
29534,UNNAMED,1970,7,29,19700812,1200,,TD,19.0N,26.0W,30,,,,,,,,,,,,,,
29535,UNNAMED,1970,7,29,19700812,1800,,TD,19.0N,27.5W,30,,,,,,,,,,,,,,
29536,UNNAMED,1970,7,29,19700813,0,,TD,19.0N,29.0W,30,,,,,,,,,,,,,,
29537,UNNAMED,1970,7,29,19700813,600,,TD,19.0N,30.5W,30,,,,,,,,,,,,,,
29538,UNNAMED,1970,7,29,19700813,1200,,TD,19.0N,32.0W,30,,,,,,,,,,,,,,
29539,UNNAMED,1970,7,29,19700813,1800,,TD,18.8N,33.5W,30,,,,,,,,,,,,,,
29540,UNNAMED,1970,7,29,19700814,0,,TD,18.5N,35.0W,30,,,,,,,,,,,,,,
29541,UNNAMED,1970,7,29,19700814,600,,TD,18.2N,36.5W,30,,,,,,,,,,,,,,
29542,UNNAMED,1970,7,29,19700814,1200,,TD,18.0N,38.0W,30,,,,,,,,,,,,,,
29543,UNNAMED,1970,7,29,19700814,1800,,TD,18.0N,39.5W,30,,,,,,,,,,,,,,
29544,UNNAMED,1970,7,29,19700815,0,,TD,18.0N,41.0W,30,,,,,,,,,,,,,,
29545,UNNAMED,1970,7,29,19700815,600,,TD,18.0N,42.5W,30,,,,,,,,,,,,,,
29546,UNNAMED,1970,7,29,19700815,1200,,TD,18.0N,44.0W,30,,,,,,,,,,,,,,
29547,UNNAMED,1970,7,29,19700815,1800,,TD,18.0N,46.0W,30,,,,,,,,,,,,,,
29548,UNNAMED,1970,7,29,19700816,0,,TD,18.0N,48.0W,25,,,,,,,,,,,,,,
29549,UNNAMED,1970,7,29,19700816,600,,TD,18.0N,50.0W,25,,,,,,,,,,,,,,
29550,UNNAMED,1970,7,29,19700816,1200,,TD,18.0N,52.0W,25,,,,,,,,,,,,,,
29551,UNNAMED,1970,7,29,19700816,1800,,TD,18.5N,53.5W,25,,,,,,,,,,,,,,
29552,UNNAMED,1970,7,29,19700817,0,,TD,19.0N,55.0W,25,,,,,,,,,,,,,,
29553,UNNAMED,1970,7,29,19700817,600,,TD,19.5N,56.5W,25,,,,,,,,,,,,,,
29554,UNNAMED,1970,7,29,19700817,1200,,TD,20.0N,58.0W,25,,,,,,,,,,,,,,
29555,UNNAMED,1970,7,29,19700817,1800,,TD,20.5N,59.5W,25,,,,,,,,,,,,,,
29556,UNNAMED,1970,7,29,19700818,0,,TD,21.0N,61.0W,20,,,,,,,,,,,,,,
29557,UNNAMED,1970,7,29,19700818,600,,TD,21.5N,62.5W,20,,,,,,,,,,,,,,
29558,UNNAMED,1970,7,29,19700818,1200,,TD,22.0N,64.0W,20,,,,,,,,,,,,,,
29559,UNNAMED,1970,8,15,19700815,1200,,TD,27.0N,75.5W,25,1015.0,,,,,,,,,,,,,
29560,UNNAMED,1970,8,15,19700815,1800,,TD,28.3N,77.0W,25,,,,,,,,,,,,,,
29561,UNNAMED,1970,8,15,19700816,0,,TD,29.5N,78.0W,25,,,,,,,,,,,,,,
29562,UNNAMED,1970,8,15,19700816,600,,TD,30.0N,78.4W,30,,,,,,,,,,,,,,
29563,UNNAMED,1970,8,15,19700816,1200,,TD,30.5N,78.5W,30,,,,,,,,,,,,,,
29564,UNNAMED,1970,8,15,19700816,1800,,TD,31.0N,78.5W,30,,,,,,,,,,,,,,
29565,UNNAMED,1970,8,15,19700817,0,,TD,32.5N,78.0W,30,1013.0,,,,,,,,,,,,,
29566,UNNAMED,1970,8,15,19700817,600,,TD,33.5N,78.0W,30,,,,,,,,,,,,,,
29567,UNNAMED,1970,8,15,19700817,1200,,TD,35.0N,76.5W,30,,,,,,,,,,,,,,
29568,UNNAMED,1970,8,15,19700817,1800,,TD,36.0N,75.5W,30,1011.0,,,,,,,,,,,,,
29569,UNNAMED,1970,8,15,19700818,0,,TS,37.0N,72.5W,40,1005.0,,,,,,,,,,,,,
29570,UNNAMED,1970,8,15,19700818,600,,TS,39.0N,69.0W,50,997.0,,,,,,,,,,,,,
29571,UNNAMED,1970,8,15,19700818,1200,,TS,40.0N,65.5W,55,992.0,,,,,,,,,,,,,
29572,UNNAMED,1970,8,15,19700818,1800,,TS,42.5N,58.5W,60,992.0,,,,,,,,,,,,,
29573,UNNAMED,1970,8,15,19700819,0,,EX,44.0N,56.0W,55,,,,,,,,,,,,,,
29574,DOROTHY,1970,9,25,19700817,1200,,TD,11.0N,41.0W,25,,,,,,,,,,,,,,
29575,DOROTHY,1970,9,25,19700817,1800,,TD,11.3N,42.7W,25,,,,,,,,,,,,,,
29576,DOROTHY,1970,9,25,19700818,0,,TD,11.5N,44.3W,25,,,,,,,,,,,,,,
29577,DOROTHY,1970,9,25,19700818,600,,TD,11.8N,45.9W,25,,,,,,,,,,,,,,
29578,DOROTHY,1970,9,25,19700818,1200,,TD,12.0N,47.5W,30,,,,,,,,,,,,,,
29579,DOROTHY,1970,9,25,19700818,1800,,TD,12.4N,49.1W,30,,,,,,,,,,,,,,
29580,DOROTHY,1970,9,25,19700819,0,,TS,12.8N,50.7W,35,,,,,,,,,,,,,,
29581,DOROTHY,1970,9,25,19700819,600,,TS,13.1N,52.2W,40,,,,,,,,,,,,,,
29582,DOROTHY,1970,9,25,19700819,1200,,TS,13.3N,53.6W,50,1000.0,,,,,,,,,,,,,
29583,DOROTHY,1970,9,25,19700819,1800,,TS,13.6N,55.0W,55,1005.0,,,,,,,,,,,,,
29584,DOROTHY,1970,9,25,19700820,0,,TS,13.7N,56.5W,45,1003.0,,,,,,,,,,,,,
29585,DOROTHY,1970,9,25,19700820,600,,TS,13.8N,58.0W,55,996.0,,,,,,,,,,,,,
29586,DOROTHY,1970,9,25,19700820,1200,,TS,13.9N,59.5W,60,998.0,,,,,,,,,,,,,
29587,DOROTHY,1970,9,25,19700820,1800,,TS,14.5N,60.5W,60,1002.0,,,,,,,,,,,,,
29588,DOROTHY,1970,9,25,19700821,0,,TS,14.6N,62.0W,55,,,,,,,,,,,,,,
29589,DOROTHY,1970,9,25,19700821,600,,TS,14.8N,63.5W,50,,,,,,,,,,,,,,
29590,DOROTHY,1970,9,25,19700821,1200,,TS,15.0N,64.8W,45,1006.0,,,,,,,,,,,,,
29591,DOROTHY,1970,9,25,19700821,1800,,TS,15.2N,66.0W,45,1005.0,,,,,,,,,,,,,
29592,DOROTHY,1970,9,25,19700822,0,,TS,15.4N,67.2W,40,1007.0,,,,,,,,,,,,,
29593,DOROTHY,1970,9,25,19700822,600,,TS,15.6N,68.4W,40,,,,,,,,,,,,,,
29594,DOROTHY,1970,9,25,19700822,1200,,TS,15.8N,69.6W,35,,,,,,,,,,,,,,
29595,DOROTHY,1970,9,25,19700822,1800,,TD,15.9N,70.8W,30,,,,,,,,,,,,,,
29596,DOROTHY,1970,9,25,19700823,0,,TD,16.0N,72.0W,30,,,,,,,,,,,,,,
29597,DOROTHY,1970,9,25,19700823,600,,TD,16.1N,73.2W,30,,,,,,,,,,,,,,
29598,DOROTHY,1970,9,25,19700823,1200,,TD,16.2N,74.4W,30,,,,,,,,,,,,,,
29599,UNNAMED,1970,10,24,19700903,1200,,TD,18.5N,44.0W,20,,,,,,,,,,,,,,
29600,UNNAMED,1970,10,24,19700903,1800,,TD,19.1N,44.2W,25,,,,,,,,,,,,,,
29601,UNNAMED,1970,10,24,19700904,0,,TD,19.8N,44.5W,25,,,,,,,,,,,,,,
29602,UNNAMED,1970,10,24,19700904,600,,TD,20.4N,44.8W,25,,,,,,,,,,,,,,
29603,UNNAMED,1970,10,24,19700904,1200,,TD,21.0N,45.0W,25,,,,,,,,,,,,,,
29604,UNNAMED,1970,10,24,19700904,1800,,TD,21.4N,44.7W,25,,,,,,,,,,,,,,
29605,UNNAMED,1970,10,24,19700905,0,,TD,21.7N,44.5W,25,,,,,,,,,,,,,,
29606,UNNAMED,1970,10,24,19700905,600,,TD,22.1N,44.2W,25,,,,,,,,,,,,,,
29607,UNNAMED,1970,10,24,19700905,1200,,TD,22.5N,44.0W,25,,,,,,,,,,,,,,
29608,UNNAMED,1970,10,24,19700905,1800,,TD,23.0N,43.5W,25,,,,,,,,,,,,,,
29609,UNNAMED,1970,10,24,19700906,0,,TD,23.5N,44.0W,25,,,,,,,,,,,,,,
29610,UNNAMED,1970,10,24,19700906,600,,TD,23.2N,45.0W,20,,,,,,,,,,,,,,
29611,UNNAMED,1970,10,24,19700906,1200,,TD,23.0N,46.0W,20,,,,,,,,,,,,,,
29612,UNNAMED,1970,10,24,19700906,1800,,TD,22.7N,46.2W,20,,,,,,,,,,,,,,
29613,UNNAMED,1970,10,24,19700907,0,,TD,22.5N,46.5W,20,,,,,,,,,,,,,,
29614,UNNAMED,1970,10,24,19700907,600,,TD,22.2N,46.7W,20,,,,,,,,,,,,,,
29615,UNNAMED,1970,10,24,19700907,1200,,TD,22.0N,47.0W,20,,,,,,,,,,,,,,
29616,UNNAMED,1970,10,24,19700907,1800,,TD,21.8N,47.5W,20,,,,,,,,,,,,,,
29617,UNNAMED,1970,10,24,19700908,0,,TD,21.5N,48.0W,20,,,,,,,,,,,,,,
29618,UNNAMED,1970,10,24,19700908,600,,TD,21.2N,48.5W,20,,,,,,,,,,,,,,
29619,UNNAMED,1970,10,24,19700908,1200,,TD,21.0N,49.0W,20,,,,,,,,,,,,,,
29620,UNNAMED,1970,10,24,19700908,1800,,TD,20.7N,50.1W,20,,,,,,,,,,,,,,
29621,UNNAMED,1970,10,24,19700909,0,,TD,20.3N,51.2W,20,,,,,,,,,,,,,,
29622,UNNAMED,1970,10,24,19700909,600,,TD,19.9N,52.3W,20,,,,,,,,,,,,,,
29623,UNNAMED,1970,11,10,19700905,1200,,TD,15.0N,19.0W,20,,,,,,,,,,,,,,
29624,UNNAMED,1970,11,10,19700905,1800,,TD,15.2N,20.5W,25,,,,,,,,,,,,,,
29625,UNNAMED,1970,11,10,19700906,0,,TD,15.5N,22.0W,25,,,,,,,,,,,,,,
29626,UNNAMED,1970,11,10,19700906,600,,TD,15.7N,23.5W,25,,,,,,,,,,,,,,
29627,UNNAMED,1970,11,10,19700906,1200,,TD,16.0N,25.0W,25,,,,,,,,,,,,,,
29628,UNNAMED,1970,11,10,19700906,1800,,TD,16.2N,26.0W,25,,,,,,,,,,,,,,
29629,UNNAMED,1970,11,10,19700907,0,,TD,16.5N,27.0W,25,,,,,,,,,,,,,,
29630,UNNAMED,1970,11,10,19700907,600,,TD,16.7N,28.0W,25,,,,,,,,,,,,,,
29631,UNNAMED,1970,11,10,19700907,1200,,TD,17.0N,29.0W,20,,,,,,,,,,,,,,
29632,UNNAMED,1970,11,10,19700907,1800,,TD,17.5N,30.0W,20,,,,,,,,,,,,,,
29633,ELLA,1970,12,20,19700908,1200,,TD,15.3N,83.5W,25,,,,,,,,,,,,,,
29634,ELLA,1970,12,20,19700908,1800,,TD,16.0N,83.8W,25,,,,,,,,,,,,,,
29635,ELLA,1970,12,20,19700909,0,,TD,16.6N,84.2W,20,,,,,,,,,,,,,,
29636,ELLA,1970,12,20,19700909,600,,TD,17.2N,84.6W,25,,,,,,,,,,,,,,
29637,ELLA,1970,12,20,19700909,1200,,TD,17.7N,85.0W,25,,,,,,,,,,,,,,
29638,ELLA,1970,12,20,19700909,1800,,TD,18.6N,85.7W,30,1010.0,,,,,,,,,,,,,
29639,ELLA,1970,12,20,19700910,0,,TD,19.4N,86.3W,30,,,,,,,,,,,,,,
29640,ELLA,1970,12,20,19700910,600,,TD,20.0N,86.8W,30,,,,,,,,,,,,,,
29641,ELLA,1970,12,20,19700910,1200,,TD,20.8N,87.6W,30,,,,,,,,,,,,,,
29642,ELLA,1970,12,20,19700910,1800,,TS,22.0N,89.0W,50,997.0,,,,,,,,,,,,,
29643,ELLA,1970,12,20,19700911,0,,HU,23.0N,90.8W,65,993.0,,,,,,,,,,,,,
29644,ELLA,1970,12,20,19700911,600,,HU,23.6N,92.6W,70,,,,,,,,,,,,,,
29645,ELLA,1970,12,20,19700911,1200,,HU,23.9N,94.2W,75,,,,,,,,,,,,,,
29646,ELLA,1970,12,20,19700911,1800,,HU,24.0N,95.5W,80,984.0,,,,,,,,,,,,,
29647,ELLA,1970,12,20,19700912,0,,HU,23.9N,96.5W,85,973.0,,,,,,,,,,,,,
29648,ELLA,1970,12,20,19700912,600,,HU,23.8N,97.4W,105,967.0,,,,,,,,,,,,,
29649,ELLA,1970,12,20,19700912,1200,,HU,23.9N,97.9W,110,967.0,,,,,,,,,,,,,
29650,ELLA,1970,12,20,19700912,1800,,HU,24.0N,98.5W,65,,,,,,,,,,,,,,
29651,ELLA,1970,12,20,19700913,0,,TS,23.9N,99.6W,40,,,,,,,,,,,,,,
29652,ELLA,1970,12,20,19700913,600,,TS,24.2N,100.5W,40,,,,,,,,,,,,,,
29653,FELICE,1970,13,23,19700912,0,,TD,25.5N,77.5W,25,,,,,,,,,,,,,,
29654,FELICE,1970,13,23,19700912,600,,TD,25.4N,77.8W,25,,,,,,,,,,,,,,
29655,FELICE,1970,13,23,19700912,1200,,TD,25.4N,78.0W,25,,,,,,,,,,,,,,
29656,FELICE,1970,13,23,19700912,1800,,TD,25.3N,78.3W,25,,,,,,,,,,,,,,
29657,FELICE,1970,13,23,19700913,0,,TD,25.3N,78.5W,25,,,,,,,,,,,,,,
29658,FELICE,1970,13,23,19700913,600,,TD,25.2N,79.1W,25,,,,,,,,,,,,,,
29659,FELICE,1970,13,23,19700913,1200,,TD,25.0N,80.0W,25,,,,,,,,,,,,,,
29660,FELICE,1970,13,23,19700913,1800,,TD,24.9N,81.0W,30,,,,,,,,,,,,,,
29661,FELICE,1970,13,23,19700914,0,,TD,24.8N,82.0W,30,1011.0,,,,,,,,,,,,,
29662,FELICE,1970,13,23,19700914,600,,TD,24.9N,83.0W,30,,,,,,,,,,,,,,
29663,FELICE,1970,13,23,19700914,1200,,TD,25.3N,84.0W,30,,,,,,,,,,,,,,
29664,FELICE,1970,13,23,19700914,1800,,TD,25.8N,85.2W,30,1008.0,,,,,,,,,,,,,
29665,FELICE,1970,13,23,19700915,0,,TS,26.5N,86.5W,45,1006.0,,,,,,,,,,,,,
29666,FELICE,1970,13,23,19700915,600,,TS,27.2N,88.4W,50,1006.0,,,,,,,,,,,,,
29667,FELICE,1970,13,23,19700915,1200,,TS,28.0N,90.2W,50,1003.0,,,,,,,,,,,,,
29668,FELICE,1970,13,23,19700915,1800,,TS,28.8N,92.2W,55,998.0,,,,,,,,,,,,,
29669,FELICE,1970,13,23,19700916,0,,TS,29.4N,94.1W,60,997.0,,,,,,,,,,,,,
29670,FELICE,1970,13,23,19700916,600,,TS,29.9N,95.5W,40,,,,,,,,,,,,,,
29671,FELICE,1970,13,23,19700916,1200,,TD,30.6N,96.5W,30,,,,,,,,,,,,,,
29672,FELICE,1970,13,23,19700916,1800,,TD,31.4N,97.1W,30,1006.0,,,,,,,,,,,,,
29673,FELICE,1970,13,23,19700917,0,,TD,32.2N,97.5W,25,,,,,,,,,,,,,,
29674,FELICE,1970,13,23,19700917,600,,TD,33.0N,97.6W,25,,,,,,,,,,,,,,
29675,FELICE,1970,13,23,19700917,1200,,TD,33.8N,97.2W,25,,,,,,,,,,,,,,
29676,UNNAMED,1970,14,14,19700922,1200,,TD,15.5N,21.0W,20,,,,,,,,,,,,,,
29677,UNNAMED,1970,14,14,19700922,1800,,TD,16.0N,21.3W,25,,,,,,,,,,,,,,
29678,UNNAMED,1970,14,14,19700923,0,,TD,16.5N,21.7W,25,,,,,,,,,,,,,,
29679,UNNAMED,1970,14,14,19700923,600,,TD,17.0N,22.1W,25,,,,,,,,,,,,,,
29680,UNNAMED,1970,14,14,19700923,1200,,TD,17.5N,22.5W,25,,,,,,,,,,,,,,
29681,UNNAMED,1970,14,14,19700923,1800,,TD,18.3N,23.3W,25,,,,,,,,,,,,,,
29682,UNNAMED,1970,14,14,19700924,0,,TD,19.2N,24.2W,25,,,,,,,,,,,,,,
29683,UNNAMED,1970,14,14,19700924,600,,TD,20.1N,25.1W,25,,,,,,,,,,,,,,
29684,UNNAMED,1970,14,14,19700924,1200,,TD,21.0N,26.0W,25,,,,,,,,,,,,,,
29685,UNNAMED,1970,14,14,19700924,1800,,TD,21.7N,27.0W,25,,,,,,,,,,,,,,
29686,UNNAMED,1970,14,14,19700925,0,,TD,22.5N,28.0W,25,,,,,,,,,,,,,,
29687,UNNAMED,1970,14,14,19700925,600,,TD,23.2N,29.0W,25,,,,,,,,,,,,,,
29688,UNNAMED,1970,14,14,19700925,1200,,TD,24.0N,30.0W,20,,,,,,,,,,,,,,
29689,UNNAMED,1970,14,14,19700925,1800,,TD,24.8N,31.0W,20,,,,,,,,,,,,,,
29690,UNNAMED,1970,15,73,19700923,1200,,TD,9.0N,15.0W,20,,,,,,,,,,,,,,
29691,UNNAMED,1970,15,73,19700923,1800,,TD,9.0N,16.5W,20,,,,,,,,,,,,,,
29692,UNNAMED,1970,15,73,19700924,0,,TD,9.0N,18.0W,25,,,,,,,,,,,,,,
29693,UNNAMED,1970,15,73,19700924,600,,TD,9.0N,19.5W,25,,,,,,,,,,,,,,
29694,UNNAMED,1970,15,73,19700924,1200,,TD,9.0N,21.0W,25,,,,,,,,,,,,,,
29695,UNNAMED,1970,15,73,19700924,1800,,TD,9.2N,22.8W,25,,,,,,,,,,,,,,
29696,UNNAMED,1970,15,73,19700925,0,,TD,9.5N,24.5W,30,,,,,,,,,,,,,,
29697,UNNAMED,1970,15,73,19700925,600,,TD,9.8N,26.2W,30,,,,,,,,,,,,,,
29698,UNNAMED,1970,15,73,19700925,1200,,TD,10.0N,28.0W,30,,,,,,,,,,,,,,
29699,UNNAMED,1970,15,73,19700925,1800,,TD,10.2N,29.5W,30,,,,,,,,,,,,,,
29700,UNNAMED,1970,15,73,19700926,0,,TD,10.5N,31.0W,30,,,,,,,,,,,,,,
29701,UNNAMED,1970,15,73,19700926,600,,TD,10.8N,32.5W,30,,,,,,,,,,,,,,
29702,UNNAMED,1970,15,73,19700926,1200,,TD,11.0N,34.0W,30,,,,,,,,,,,,,,
29703,UNNAMED,1970,15,73,19700926,1800,,TD,11.0N,35.8W,30,,,,,,,,,,,,,,
29704,UNNAMED,1970,15,73,19700927,0,,TD,11.0N,37.5W,30,,,,,,,,,,,,,,
29705,UNNAMED,1970,15,73,19700927,600,,TD,11.0N,39.2W,30,,,,,,,,,,,,,,
29706,UNNAMED,1970,15,73,19700927,1200,,TD,11.0N,41.0W,30,,,,,,,,,,,,,,
29707,UNNAMED,1970,15,73,19700927,1800,,TD,11.1N,42.8W,30,,,,,,,,,,,,,,
29708,UNNAMED,1970,15,73,19700928,0,,TD,11.2N,44.7W,30,,,,,,,,,,,,,,
29709,UNNAMED,1970,15,73,19700928,600,,TD,11.3N,46.6W,30,,,,,,,,,,,,,,
29710,UNNAMED,1970,15,73,19700928,1200,,TD,11.5N,48.5W,30,,,,,,,,,,,,,,
29711,UNNAMED,1970,15,73,19700928,1800,,TD,11.8N,50.1W,30,,,,,,,,,,,,,,
29712,UNNAMED,1970,15,73,19700929,0,,TD,12.2N,51.7W,30,,,,,,,,,,,,,,
29713,UNNAMED,1970,15,73,19700929,600,,TD,12.6N,53.4W,30,,,,,,,,,,,,,,
29714,UNNAMED,1970,15,73,19700929,1200,,TD,13.0N,55.0W,30,,,,,,,,,,,,,,
29715,UNNAMED,1970,15,73,19700929,1800,,TD,13.1N,55.8W,30,,,,,,,,,,,,,,
